Rank,Rider,Club Name,Points,RiderID,ClubID,Region,Year,Sex,Cat,Page
55,Elliot Lipski,In Gear Quickvit Trainsharp RT,56,195374,827,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=195374&year=2016&d=4
55,Robin Parker,East Grinstead CC,56,106322,405,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=106322&year=2016&d=4
57,James Stuart,Norwood Paragon CC,54,46265,1872,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=46265&year=2016&d=4
57,Arthur Tye,PMR@Toachim House,54,265170,6040,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=265170&year=2016&d=4
59,Len Delicaet,London Phoenix CC,53,138873,3676,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=138873&year=2016&d=4
60,Richard Mondszein,London Dynamo,52,308664,3105,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=308664&year=2016&d=4
61,James Boyman,Farnham RC,51,48528,2806,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=48528&year=2016&d=4
61,Jamie Francis,London Dynamo,51,122753,3105,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=122753&year=2016&d=4
61,Ken Prince,VC Meudon,51,3736,101,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=3736&year=2016&d=4
64,Atiba Quildan,PMR@Toachim House,50,281225,6040,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=281225&year=2016&d=4
65,Peter Allan,WyndyMilla,49,18163,2245,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=18163&year=2016&d=4
65,Lewis Winfield,VC Londres,49,453292,1390,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=453292&year=2016&d=4
67,Andy Betts,Nuun-Sigma Sport-London RT,48,59601,6458,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=59601&year=2016&d=4
68,Ross Bryan,Adalta Race Team,46,108107,7659,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=108107&year=2016&d=4
68,Jack Noy,Cycleworks.co.uk,46,35966,2408,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=35966&year=2016&d=4
70,Christopher Moores,Norwood Paragon CC,45,55090,1872,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=55090&year=2016&d=4
71,Rod Archibald,Adalta Race Team,44,276868,7659,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=276868&year=2016&d=4
71,Ciaran O'Grady,Adalta Race Team,44,57968,7659,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=57968&year=2016&d=4
73,Matthew Bubear,Southdowns Bikes – Casco,43,193057,202,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=193057&year=2016&d=4
74,William Fazackerley,Sussex Revolution Velo Club,42,291072,7021,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=291072&year=2016&d=4
74,Craig Joy,BowlPhish BONTRAGER Racing,42,127581,7050,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=127581&year=2016&d=4
74,Jason Oram,Adalta Race Team,42,236997,7659,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=236997&year=2016&d=4
77,Kevin Argent,Sigma Sport.co.uk,41,183363,408,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=183363&year=2016&d=4
77,Stuart Bettis,Southdowns Bikes – Casco,41,101296,202,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=101296&year=2016&d=4
79,Craig McLean,Nuun-Sigma Sport-London RT,40,33417,6458,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=33417&year=2016&d=4
79,Jose Trejos,,40,344396,,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=344396&year=2016&d=4
81,Thomas Key,Southampton University RC,39,184738,828,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=184738&year=2016&d=4
81,Darryl Rice,Southdowns Bikes – Casco,39,100669,202,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=100669&year=2016&d=4
81,Richard Whitehorn,Dulwich Paragon CC,39,60637,1710,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=60637&year=2016&d=4
84,Andrew Bradshaw,VC Londres,38,14044,1390,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=14044&year=2016&d=4
84,Sheridan Bridal,Abellio - SFA Racing Team,38,72614,6243,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=72614&year=2016&d=4
84,Ben McKie,VC Londres,38,201889,1390,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=201889&year=2016&d=4
87,Michael Coyle,Brighton Mitre CC,37,45131,2755,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=45131&year=2016&d=4
87,Eric DeGolier,Sussex Revolution Velo Club,37,56155,7021,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=56155&year=2016&d=4
89,Mark Greenwood,VC Meudon,36,276039,101,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=276039&year=2016&d=4
90,Stuart Spies,London Dynamo,35,14850,3105,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=14850&year=2016&d=4
91,Dominic Clegg,Paceline RT,34,104870,7036,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=104870&year=2016&d=4
91,Ryan Smith,HR Owen Maserati RT,34,6470,7494,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=6470&year=2016&d=4
93,Ian Vagg,4T+ Velo Club,33,313041,6041,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=313041&year=2016&d=4
94,Paul Butler,PB Cycle Coaching Racing Team,32,7240,6720,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=7240&year=2016&d=4
94,Tom Simpson,Brixton Cycles Club,32,183236,806,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=183236&year=2016&d=4
94,Alan Strang,Dulwich Paragon CC,32,60818,1710,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=60818&year=2016&d=4
97,Craig Barnett,PMR@Toachim House,31,226523,6040,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=226523&year=2016&d=4
97,Matthew Butt,Team ASL360,31,103890,6199,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=103890&year=2016&d=4
97,Peter Cole,Handsling Racing,31,30704,5122,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=30704&year=2016&d=4
97,Jody Crawforth,Hargroves Cycles - Ridley RT,31,67932,2482,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=67932&year=2016&d=4
97,Stephen Gibson,4T+ Velo Club,31,325174,6041,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=325174&year=2016&d=4
97,James Stannard,Dulwich Paragon CC,31,260882,1710,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=260882&year=2016&d=4
103,Andrew Critchlow,WyndyMilla,30,29795,2245,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=29795&year=2016&d=4
103,Oliver Reeves,4T+ Velo Club,30,244412,6041,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=244412&year=2016&d=4
105,Tyler Lemmon,TBW Bottecchia Wigmore RT,29,138253,6566,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=138253&year=2016&d=4
106,Stephen Broomfield,Addiscombe CC,28,4692,3360,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=4692&year=2016&d=4
106,Craig Calder,Bigfoot CC,28,105974,1986,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=105974&year=2016&d=4
106,Gianluca Cappello,VC Meudon,28,30328,101,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=30328&year=2016&d=4
106,Iain Cook,VC Londres,28,79142,1390,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=79142&year=2016&d=4
106,Andrew Davis,Kingston Wheelers CC,28,306914,1082,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=306914&year=2016&d=4
106,Calum Gillespie,,28,102479,,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=102479&year=2016&d=4
106,Neil Lauder,4T+ Velo Club,28,309762,6041,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=309762&year=2016&d=4
113,Stuart Baldwin,Adalta Race Team,27,6766,7659,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=6766&year=2016&d=4
113,Benjamin Bartlett,Folkestone Velo Club,27,247366,7205,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=247366&year=2016&d=4
113,Oliver Jedrej,Dulwich Paragon CC,27,222395,1710,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=222395&year=2016&d=4
113,Rudie Marais,Team De Ver,27,77144,3097,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=77144&year=2016&d=4
113,Thomas Whatley,Paceline RT,27,275185,7036,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=275185&year=2016&d=4
118,Steve Calland,Southdowns Bikes – Casco,26,50182,202,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=50182&year=2016&d=4
118,James Gray,VC Londres,26,274948,1390,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=274948&year=2016&d=4
118,Matthew Leary,In Gear Quickvit Trainsharp RT,26,183263,827,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=183263&year=2016&d=4
118,Thomas Rowing,TBW Bottecchia Wigmore RT,26,252815,6566,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=252815&year=2016&d=4
118,Ian Tosh,NFTO Race Club,26,246813,6048,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=246813&year=2016&d=4
123,James Bonham,Hosté TAAP Storck,25,204339,7583,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=204339&year=2016&d=4
123,John Cockrill,Abellio - SFA Racing Team,25,236495,6243,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=236495&year=2016&d=4
123,Gareth Dickinson,VC Meudon,25,76874,101,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=76874&year=2016&d=4
123,James Freeman,Dulwich Paragon CC,25,199344,1710,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=199344&year=2016&d=4
123,David Larcombe,Excel Pedal Heaven Academy,25,64599,7560,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=64599&year=2016&d=4
123,Peter Merritt,Goma Dakwerken vdb Steenhouwerij,25,347941,7564,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=347941&year=2016&d=4
123,Adam Moore,HR Owen Maserati RT,25,198250,7494,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=198250&year=2016&d=4
123,Ian Paine,London Dynamo,25,26207,3105,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=26207&year=2016&d=4
123,Andrew Ten-broeke,PB Cycle Coaching Racing Team,25,276575,6720,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=276575&year=2016&d=4
132,Ben Macland,VC Meudon,22,19501,101,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=19501&year=2016&d=4
133,Chris Balkham,Oxted Cycling Club,21,302353,6645,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=302353&year=2016&d=4
133,Dominic Campbell,Medway VC,21,39043,726,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=39043&year=2016&d=4
133,Jake Martin,Handsling Racing,21,56875,5122,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=56875&year=2016&d=4
133,Billy McNamara,Clarencourt CC,21,241438,3551,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=241438&year=2016&d=4
133,Christopher Walker,Dulwich Paragon CC,21,31204,1710,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=31204&year=2016&d=4
138,Jed Williamson,Team ASL360,20,245813,6199,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=245813&year=2016&d=4
139,Chris Jubb,Pearson Cycling Club,19,271520,767,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=271520&year=2016&d=4
140,Christopher Hewitt,Sussex Revolution Velo Club,18,271239,7021,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=271239&year=2016&d=4
140,Antony Wallis,Ciclos Uno,18,35290,3536,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=35290&year=2016&d=4
142,Brindley Taylor,Crawley Wheelers,17,47862,861,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=47862&year=2016&d=4
143,Christopher Zappalà,Look Mum No Hands!,15,189303,2549,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=189303&year=2016&d=4
144,Jason Edwards,,14,12481,,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=12481&year=2016&d=4
144,Huw Watkins,Look Mum No Hands!,14,53454,2549,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=53454&year=2016&d=4
146,Rhys Keepence,Dulwich Paragon CC,13,102894,1710,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=102894&year=2016&d=4
146,Paul Sewell,Bigfoot CC,13,64892,1986,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=64892&year=2016&d=4
146,Gareth Thomas,Paceline RT,13,119521,7036,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=119521&year=2016&d=4
149,George Garnier,The 5th Floor Cycle Club,11,176301,6511,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=176301&year=2016&d=4
149,Thomas Kennison,Medway VC,11,4531,726,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=4531&year=2016&d=4
149,Alan Newman,Wigmore CC,11,287137,915,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=287137&year=2016&d=4
149,Mark Perry,Look Mum No Hands!,11,18896,2549,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=18896&year=2016&d=4
149,Jonathon Puleston-Jones,Dulwich Paragon CC,11,203517,1710,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=203517&year=2016&d=4
149,Steve Revill-Darton,Sunday Echappée,11,251229,7143,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=251229&year=2016&d=4
155,Dean Corney,VC Meudon,10,125200,101,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=125200&year=2016&d=4
155,Paul Hone,Addiscombe CC,10,28936,3360,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=28936&year=2016&d=4
155,Tim Whitehead,Oxted Cycling Club,10,427113,6645,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=427113&year=2016&d=4
158,Roman Piotrowski,,9,477472,,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=477472&year=2016&d=4
159,James Cobb,London Dynamo,8,271850,3105,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=271850&year=2016&d=4
159,Andrew Colvin,Bigfoot CC,8,62731,1986,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=62731&year=2016&d=4
161,Rupert Baker,London Dynamo,7,287191,3105,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=287191&year=2016&d=4
161,Carl Farrell,Sussex Revolution Velo Club,7,58007,7021,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=58007&year=2016&d=4
163,John Coolahan,VC Londres,6,49464,1390,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=49464&year=2016&d=4
163,George Oehlert,London Dynamo,6,426776,3105,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=426776&year=2016&d=4
165,Cameron Austin,Look Mum No Hands!,5,40779,2549,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=40779&year=2016&d=4
165,Paul Barnard,Southdowns Bikes – Casco,5,11589,202,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=11589&year=2016&d=4
165,Hugo Evans,North Road CC,5,347706,1298,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=347706&year=2016&d=4
165,William Everson,Dulwich Paragon CC,5,396117,1710,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=396117&year=2016&d=4
165,Henry Furniss,WyndyMilla,5,303,2245,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=303&year=2016&d=4
165,Jonathan Gales,Dulwich Paragon CC,5,418124,1710,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=418124&year=2016&d=4
165,Lawrence Symes,OVB,5,407581,7080,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=407581&year=2016&d=4
165,Thomas Treagus,Hargroves Cycles - Ridley RT,5,315122,2482,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=315122&year=2016&d=4
173,Nathaniel Cooke,Sunday Echappée,4,344225,7143,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=344225&year=2016&d=4
173,Peter Dalton,Mono CC,4,308188,6762,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=308188&year=2016&d=4
173,Paul Hollingsworth,London Dynamo,4,287510,3105,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=287510&year=2016&d=4
173,Jack Miller,PMR@Toachim House,4,17115,6040,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=17115&year=2016&d=4
173,Isaac Wright,Team ASL360,4,7248,6199,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=7248&year=2016&d=4
178,Bill Bell,Bigfoot CC,3,369502,1986,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=369502&year=2016&d=4
178,Nick Broome,Dulwich Paragon CC,3,203137,1710,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=203137&year=2016&d=4
