secs, cad, hr, km, kph, nm, watts, alt, lon, lat, headwind, slope, temp, interval, lrbalance, lte, rte, lps, rps, smo2, thb, o2hb, hhb
189,0,111,1.508,36.6984,0,0,54,-1.11384,51.6961,0,5.50671e-15,29,0,50,0,0,0,0,0,0,0,0
190,0,110,1.516,36.2988,0,0,54,-1.11389,51.696,0,5.50671e-15,29,0,50,0,0,0,0,0,0,0,0
191,0,109,1.527,36.0972,0,0,54,-1.11394,51.6959,0,5.50671e-15,29,0,50,0,0,0,0,0,0,0,0
192,72,107,1.537,35.8992,0,15,54,-1.114,51.6959,0,5.50671e-15,29,0,50,0,0,0,0,0,0,0,0
193,81,105,1.546,35.8992,0,44,54,-1.11405,51.6958,0,5.50671e-15,29,0,50,0,0,0,0,0,0,0,0
194,71,104,1.556,35.8992,0,18,54,-1.11411,51.6957,0,5.50671e-15,29,0,50,0,0,0,0,0,0,0,0
195,77,102,1.567,36.2988,0,92,54,-1.11416,51.6956,0,5.50671e-15,29,0,50,0,0,0,0,0,0,0,0
196,77,101,1.577,35.8992,0,92,55,-1.11422,51.6955,0,1,29,0,50,0,0,0,0,0,0,0,0
197,82,100,1.588,36.9972,0,209,55,-1.11428,51.6954,0,1,29,0,50,0,0,0,0,0,0,0,0
198,82,99,1.596,37.098,0,209,55,-1.11434,51.6954,0,1,29,0,50,0,0,0,0,0,0,0,0
199,83,99,1.606,37.1988,0,228,55,-1.1144,51.6953,0,1,29,0,50,0,0,0,0,0,0,0,0
200,83,100,1.617,35.4996,0,228,55,-1.11445,51.6952,0,1,29,0,50,0,0,0,0,0,0,0,0
201,83,100,1.625,34.7976,0,228,54,-1.11451,51.6951,0,-0.25,29,0,50,0,0,0,0,0,0,0,0
202,83,101,1.636,34.6968,0,228,54,-1.11456,51.695,0,-0.25,29,0,50,0,0,0,0,0,0,0,0
203,78,103,1.646,34.9992,0,95,54,-1.11461,51.6949,0,-0.25,29,0,50,0,0,0,0,0,0,0,0
204,69,104,1.652,35.1,0,21,54,-1.11467,51.6949,0,-0.25,29,0,50,0,0,0,0,0,0,0,0
205,78,104,1.665,35.1972,0,55,54,-1.11472,51.6948,0,-0.25,29,0,50,0,0,0,0,0,0,0,0
206,79,105,1.673,35.1972,0,83,54,-1.11477,51.6947,0,-1.25,29,0,50,0,0,0,0,0,0,0,0
207,48,104,1.686,34.8984,0,5,54,-1.11482,51.6946,0,-1.25,29,0,50,0,0,0,0,0,0,0,0
208,48,103,1.696,34.398,0,5,54,-1.11487,51.6946,0,-1.25,29,0,50,0,0,0,0,0,0,0,0
209,42,102,1.705,34.4988,0,32,54,-1.11492,51.6945,0,-1.25,29,0,50,0,0,0,0,0,0,0,0
210,80,101,1.715,34.5996,0,152,54,-1.11497,51.6944,0,-1.25,29,0,50,0,0,0,0,0,0,0,0
211,88,99,1.724,34.7976,0,149,54,-1.11501,51.6943,0,5.50671e-15,29,0,50,0,0,0,0,0,0,0,0
212,88,97,1.734,35.298,0,231,54,-1.11506,51.6942,0,5.50671e-15,28,0,50,0,0,0,0,0,0,0,0
213,90,96,1.745,35.7984,0,245,54,-1.11511,51.6941,0,5.50671e-15,28,0,50,0,0,0,0,0,0,0,0
214,91,96,1.753,35.7984,0,206,54,-1.11516,51.6941,0,5.50671e-15,28,0,50,0,0,0,0,0,0,0,0
215,91,96,1.763,35.6976,0,170,54,-1.11521,51.694,0,5.50671e-15,28,0,50,0,0,0,0,0,0,0,0
216,91,96,1.772,35.7984,0,238,54,-1.11525,51.6939,0,5.50671e-15,28,0,50,0,0,0,0,0,0,0,0
217,104,98,1.784,36.5976,0,348,54,-1.1153,51.6938,0,5.50671e-15,28,0,50,0,0,0,0,0,0,0,0
218,105,100,1.793,37.098,0,326,54,-1.11535,51.6937,0,5.50671e-15,28,0,50,0,0,0,0,0,0,0,0
219,106,101,1.803,37.8972,0,351,55,-1.1154,51.6936,0,1,28,0,50,0,0,0,0,0,0,0,0
